,id_c,education_background_c,professional_experience_c,skills_c,gender_c,agg_perceived_foreign_c,id_j,education_reqs_j,experience_reqs_role_j,experience_reqs_duration_j,skills_j,gender_j,agg_perceived_foreign_j,score,ranking,shortlisted,gender_c_agg_perceived_foreign_c
233,858,"[{'institution': 'University Valencia Polytechnic', 'start_date': 'September 2020', 'end_date': 'June 2021', 'degree': 'Master In Business Management And Digital Transformationmba'}, {'institution': 'Imes University', 'start_date': 'January 2000', 'end_date': 'December 2000', 'degree': 'Graduate In Economics'}]","[{'institution': 'National Netherlands', 'start_date': 'November 2009', 'end_date': 'Current', 'role': 'Financial Agent', 'duration': '15 years, 4 months', 'duration_months': 184}]","['Accounting', 'German', 'English', 'Political Action Committee (Pac)', 'Sage 50 (Accounting Software)', 'Subsidies', 'Mfg/Pro (Erp)', 'Billing', 'Management']",Man,No,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.5217391304347826,30,0,ManNo
234,858,"[{'institution': 'University Valencia Polytechnic', 'start_date': 'September 2020', 'end_date': 'June 2021', 'degree': 'Master In Business Management And Digital Transformationmba'}, {'institution': 'Imes University', 'start_date': 'January 2000', 'end_date': 'December 2000', 'degree': 'Graduate In Economics'}]","[{'institution': 'National Netherlands', 'start_date': 'November 2009', 'end_date': 'Current', 'role': 'Financial Agent', 'duration': '15 years, 4 months', 'duration_months': 184}]","['Accounting', 'German', 'English', 'Political Action Committee (Pac)', 'Sage 50 (Accounting Software)', 'Subsidies', 'Mfg/Pro (Erp)', 'Billing', 'Management']",Man,No,4,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba']","['Project Manager', 'Project Leader']",12,"['Organization', 'Management', 'Teamwork', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint', 'Project Management']",Man,No,0.5217391304347826,26,0,ManNo
235,858,"[{'institution': 'University Valencia Polytechnic', 'start_date': 'September 2020', 'end_date': 'June 2021', 'degree': 'Master In Business Management And Digital Transformationmba'}, {'institution': 'Imes University', 'start_date': 'January 2000', 'end_date': 'December 2000', 'degree': 'Graduate In Economics'}]","[{'institution': 'National Netherlands', 'start_date': 'November 2009', 'end_date': 'Current', 'role': 'Financial Agent', 'duration': '15 years, 4 months', 'duration_months': 184}]","['Accounting', 'German', 'English', 'Political Action Committee (Pac)', 'Sage 50 (Accounting Software)', 'Subsidies', 'Mfg/Pro (Erp)', 'Billing', 'Management']",Man,No,4,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba']","['Project Manager', 'Project Leader']",12,"['Organization', 'Management', 'Teamwork', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint', 'Project Management']",Man,No,0.4734299516908212,76,0,ManNo
236,866,"[{'institution': 'King Juan Carlos University', 'start_date': 'January 2010', 'end_date': 'December 2010', 'degree': 'Master In Business Administration And Management'}, {'institution': 'University Of Tbingen', 'start_date': 'January 2000', 'end_date': 'December 2000', 'degree': 'Graduate In Economics'}]","[{'institution': 'Sayl Barcelona', 'start_date': 'December 2007', 'end_date': 'September 2023', 'role': 'Commercial Back Office', 'duration': '15 years, 9 months', 'duration_months': 189}]","['Sap Crm', 'English', 'Empathy', 'Loans', 'Mfg/Pro (Erp)', 'Personnel Selection', 'Treasury', 'Accounting', 'Public Administration', 'Customer Service', 'Microsoft Dynamics', 'Management', 'Jira', 'Consulting', 'Communications', 'Income Tax', 'Financial Analysis', 'Project Management', 'Political Action Committee (Pac)', 'Spanish', 'Settlement', 'Securities (Finance)', 'Electronics', 'Risk Prevention', 'Bidding', 'Management Control', 'Sales', 'Commercial Banking', 'Microsoft Excel', 'Human Capital Management (Hcm)', 'Operational Risk', 'Subsidies', 'Stock Control', 'Microsoft Outlook', 'Office Automation', 'Customer Relationship Management', 'Billing', 'Real Estate', 'Fixed Income', 'Subcontracting', 'Python (Programming Language)', 'Office', 'German', 'Auditing', 'Registration Evaluation Authorisation And Restriction Of Chemicals (Reach) Regulations', 'Sage 50 (Accounting Software)', 'Truncation', 'Operations', 'Sap Erp']",Man,No,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.6086956521739131,9,1,ManNo
237,866,"[{'institution': 'King Juan Carlos University', 'start_date': 'January 2010', 'end_date': 'December 2010', 'degree': 'Master In Business Administration And Management'}, {'institution': 'University Of Tbingen', 'start_date': 'January 2000', 'end_date': 'December 2000', 'degree': 'Graduate In Economics'}]","[{'institution': 'Sayl Barcelona', 'start_date': 'December 2007', 'end_date': 'September 2023', 'role': 'Commercial Back Office', 'duration': '15 years, 9 months', 'duration_months': 189}]","['Sap Crm', 'English', 'Empathy', 'Loans', 'Mfg/Pro (Erp)', 'Personnel Selection', 'Treasury', 'Accounting', 'Public Administration', 'Customer Service', 'Microsoft Dynamics', 'Management', 'Jira', 'Consulting', 'Communications', 'Income Tax', 'Financial Analysis', 'Project Management', 'Political Action Committee (Pac)', 'Spanish', 'Settlement', 'Securities (Finance)', 'Electronics', 'Risk Prevention', 'Bidding', 'Management Control', 'Sales', 'Commercial Banking', 'Microsoft Excel', 'Human Capital Management (Hcm)', 'Operational Risk', 'Subsidies', 'Stock Control', 'Microsoft Outlook', 'Office Automation', 'Customer Relationship Management', 'Billing', 'Real Estate', 'Fixed Income', 'Subcontracting', 'Python (Programming Language)', 'Office', 'German', 'Auditing', 'Registration Evaluation Authorisation And Restriction Of Chemicals (Reach) Regulations', 'Sage 50 (Accounting Software)', 'Truncation', 'Operations', 'Sap Erp']",Man,No,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.4347826086956521,118,0,ManNo
238,866,"[{'institution': 'King Juan Carlos University', 'start_date': 'January 2010', 'end_date': 'December 2010', 'degree': 'Master In Business Administration And Management'}, {'institution': 'University Of Tbingen', 'start_date': 'January 2000', 'end_date': 'December 2000', 'degree': 'Graduate In Economics'}]","[{'institution': 'Sayl Barcelona', 'start_date': 'December 2007', 'end_date': 'September 2023', 'role': 'Commercial Back Office', 'duration': '15 years, 9 months', 'duration_months': 189}]","['Sap Crm', 'English', 'Empathy', 'Loans', 'Mfg/Pro (Erp)', 'Personnel Selection', 'Treasury', 'Accounting', 'Public Administration', 'Customer Service', 'Microsoft Dynamics', 'Management', 'Jira', 'Consulting', 'Communications', 'Income Tax', 'Financial Analysis', 'Project Management', 'Political Action Committee (Pac)', 'Spanish', 'Settlement', 'Securities (Finance)', 'Electronics', 'Risk Prevention', 'Bidding', 'Management Control', 'Sales', 'Commercial Banking', 'Microsoft Excel', 'Human Capital Management (Hcm)', 'Operational Risk', 'Subsidies', 'Stock Control', 'Microsoft Outlook', 'Office Automation', 'Customer Relationship Management', 'Billing', 'Real Estate', 'Fixed Income', 'Subcontracting', 'Python (Programming Language)', 'Office', 'German', 'Auditing', 'Registration Evaluation Authorisation And Restriction Of Chemicals (Reach) Regulations', 'Sage 50 (Accounting Software)', 'Truncation', 'Operations', 'Sap Erp']",Man,No,4,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba']","['Project Manager', 'Project Leader']",12,"['Organization', 'Management', 'Teamwork', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint', 'Project Management']",Man,No,0.5138339920948617,29,0,ManNo
239,869,"[{'institution': 'University Valencia Polytechnic', 'start_date': 'September 2020', 'end_date': 'June 2021', 'degree': 'Master In Business Management And Digital Transformationmba'}, {'institution': 'Eca Group Bureau Veritas', 'start_date': 'September 1997', 'end_date': 'December 1997', 'degree': 'Graduate In Business Administration And Management'}]","[{'institution': 'German School Abroad', 'start_date': 'June 2021', 'end_date': 'Current', 'role': 'Head Of Administration', 'duration': '3 years, 9 months', 'duration_months': 45}, {'institution': 'Piquer Asesores Sl', 'start_date': 'April 2017', 'end_date': 'September 2019', 'role': 'Administrator', 'duration': '2 years, 5 months', 'duration_months': 29}, {'institution': 'Beechamsmaytkline Seguros Equitativa', 'start_date': 'June 1985', 'end_date': 'December 1995', 'role': 'Security Guard', 'duration': '10 years, 6 months', 'duration_months': 126}]","['English', 'Typing', 'Rapidminer', 'Reconciliation', 'Mfg/Pro (Erp)', 'Accounting', 'G Suite', 'Management', 'Commercial Management', 'Communications', 'Microstrategy', 'Microsoft Excel', 'Collections', 'Planning', 'Billing', 'Computer Science', 'Big Data', 'Microsoft Office', 'Self-Control', 'Accounting Management', 'Microsoft Powerpoint']",Man,No,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.6521739130434783,6,1,ManNo
240,869,"[{'institution': 'University Valencia Polytechnic', 'start_date': 'September 2020', 'end_date': 'June 2021', 'degree': 'Master In Business Management And Digital Transformationmba'}, {'institution': 'Eca Group Bureau Veritas', 'start_date': 'September 1997', 'end_date': 'December 1997', 'degree': 'Graduate In Business Administration And Management'}]","[{'institution': 'German School Abroad', 'start_date': 'June 2021', 'end_date': 'Current', 'role': 'Head Of Administration', 'duration': '3 years, 9 months', 'duration_months': 45}, {'institution': 'Piquer Asesores Sl', 'start_date': 'April 2017', 'end_date': 'September 2019', 'role': 'Administrator', 'duration': '2 years, 5 months', 'duration_months': 29}, {'institution': 'Beechamsmaytkline Seguros Equitativa', 'start_date': 'June 1985', 'end_date': 'December 1995', 'role': 'Security Guard', 'duration': '10 years, 6 months', 'duration_months': 126}]","['English', 'Typing', 'Rapidminer', 'Reconciliation', 'Mfg/Pro (Erp)', 'Accounting', 'G Suite', 'Management', 'Commercial Management', 'Communications', 'Microstrategy', 'Microsoft Excel', 'Collections', 'Planning', 'Billing', 'Computer Science', 'Big Data', 'Microsoft Office', 'Self-Control', 'Accounting Management', 'Microsoft Powerpoint']",Man,No,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.6521739130434783,6,1,ManNo
241,869,"[{'institution': 'University Valencia Polytechnic', 'start_date': 'September 2020', 'end_date': 'June 2021', 'degree': 'Master In Business Management And Digital Transformationmba'}, {'institution': 'Eca Group Bureau Veritas', 'start_date': 'September 1997', 'end_date': 'December 1997', 'degree': 'Graduate In Business Administration And Management'}]","[{'institution': 'German School Abroad', 'start_date': 'June 2021', 'end_date': 'Current', 'role': 'Head Of Administration', 'duration': '3 years, 9 months', 'duration_months': 45}, {'institution': 'Piquer Asesores Sl', 'start_date': 'April 2017', 'end_date': 'September 2019', 'role': 'Administrator', 'duration': '2 years, 5 months', 'duration_months': 29}, {'institution': 'Beechamsmaytkline Seguros Equitativa', 'start_date': 'June 1985', 'end_date': 'December 1995', 'role': 'Security Guard', 'duration': '10 years, 6 months', 'duration_months': 126}]","['English', 'Typing', 'Rapidminer', 'Reconciliation', 'Mfg/Pro (Erp)', 'Accounting', 'G Suite', 'Management', 'Commercial Management', 'Communications', 'Microstrategy', 'Microsoft Excel', 'Collections', 'Planning', 'Billing', 'Computer Science', 'Big Data', 'Microsoft Office', 'Self-Control', 'Accounting Management', 'Microsoft Powerpoint']",Man,No,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.5418060200668896,22,0,ManNo
242,869,"[{'institution': 'University Valencia Polytechnic', 'start_date': 'September 2020', 'end_date': 'June 2021', 'degree': 'Master In Business Management And Digital Transformationmba'}, {'institution': 'Eca Group Bureau Veritas', 'start_date': 'September 1997', 'end_date': 'December 1997', 'degree': 'Graduate In Business Administration And Management'}]","[{'institution': 'German School Abroad', 'start_date': 'June 2021', 'end_date': 'Current', 'role': 'Head Of Administration', 'duration': '3 years, 9 months', 'duration_months': 45}, {'institution': 'Piquer Asesores Sl', 'start_date': 'April 2017', 'end_date': 'September 2019', 'role': 'Administrator', 'duration': '2 years, 5 months', 'duration_months': 29}, {'institution': 'Beechamsmaytkline Seguros Equitativa', 'start_date': 'June 1985', 'end_date': 'December 1995', 'role': 'Security Guard', 'duration': '10 years, 6 months', 'duration_months': 126}]","['English', 'Typing', 'Rapidminer', 'Reconciliation', 'Mfg/Pro (Erp)', 'Accounting', 'G Suite', 'Management', 'Commercial Management', 'Communications', 'Microstrategy', 'Microsoft Excel', 'Collections', 'Planning', 'Billing', 'Computer Science', 'Big Data', 'Microsoft Office', 'Self-Control', 'Accounting Management', 'Microsoft Powerpoint']",Man,No,4,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba']","['Project Manager', 'Project Leader']",12,"['Organization', 'Management', 'Teamwork', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint', 'Project Management']",Man,No,0.4541062801932367,96,0,ManNo
243,870,"[{'institution': 'University Of Tbingen', 'start_date': 'January 2000', 'end_date': 'December 2000', 'degree': 'Graduate In Economics'}]","[{'institution': 'Seat', 'start_date': 'October 2022', 'end_date': 'May 2023', 'role': 'Warehouse', 'duration': '7 months', 'duration_months': 7}, {'institution': 'El Duo Harinero  Pastyfrio', 'start_date': 'August 2016', 'end_date': 'June 2017', 'role': 'Logistics And Warehouse Director', 'duration': '10 months', 'duration_months': 10}, {'institution': 'Biel', 'start_date': 'August 1975', 'end_date': 'July 1991', 'role': 'Apprentice', 'duration': '15 years, 11 months', 'duration_months': 191}]","['Political Action Committee (Pac)', 'Project Management', 'German', 'Human Capital Management (Hcm)']",Man,No,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.5418060200668896,22,0,ManNo
244,870,"[{'institution': 'University Of Tbingen', 'start_date': 'January 2000', 'end_date': 'December 2000', 'degree': 'Graduate In Economics'}]","[{'institution': 'Seat', 'start_date': 'October 2022', 'end_date': 'May 2023', 'role': 'Warehouse', 'duration': '7 months', 'duration_months': 7}, {'institution': 'El Duo Harinero  Pastyfrio', 'start_date': 'August 2016', 'end_date': 'June 2017', 'role': 'Logistics And Warehouse Director', 'duration': '10 months', 'duration_months': 10}, {'institution': 'Biel', 'start_date': 'August 1975', 'end_date': 'July 1991', 'role': 'Apprentice', 'duration': '15 years, 11 months', 'duration_months': 191}]","['Political Action Committee (Pac)', 'Project Management', 'German', 'Human Capital Management (Hcm)']",Man,No,4,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba']","['Project Manager', 'Project Leader']",12,"['Organization', 'Management', 'Teamwork', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint', 'Project Management']",Man,No,0.5150501672240803,28,0,ManNo
245,874,"[{'institution': 'University Of Vigo', 'start_date': 'September 2022', 'end_date': 'July 2023', 'degree': 'Master In Labor Management And Management'}, {'institution': 'Universidad Pontificia Comillas', 'start_date': 'September 2017', 'end_date': 'June 2022', 'degree': 'Double Degree In Physical Activity And Sport Sciences And Primary Education With A Major In Foreign Language Studies'}]","[{'institution': 'Kaleido Ideas Logistics', 'start_date': 'March 2023', 'end_date': 'April 2023', 'role': 'Selection Technician Internship', 'duration': '1 months', 'duration_months': 1}]","['Teamwork', 'Communications', 'English', 'Spanish', 'Leadership', 'Management', 'Teaching', 'Problem Solving']",Man,No,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.081159420289855,127,0,ManNo
246,876,"[{'institution': 'International University Of La Rioja', 'start_date': 'September 2009', 'end_date': 'June 2013', 'degree': 'Masters Degree In Early Childhood Education'}, {'institution': 'University Of Santiago De Compostela', 'start_date': 'September 1997', 'end_date': 'December 1997', 'degree': 'Graduate In Business Administration And Management'}]","[{'institution': 'Gil Motor Sa', 'start_date': 'October 2009', 'end_date': 'Current', 'role': 'Used Vehicle Commercial Advisor', 'duration': '15 years, 5 months', 'duration_months': 185}]","['Accounting', 'Big Data', 'Typing', 'English']",Man,No,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.5159420289855072,34,0,ManNo
247,878,"[{'institution': 'Universitat Pompeu Fabra', 'start_date': 'January 2015', 'end_date': 'December 2016', 'degree': 'Master In Foreign Trade'}, {'institution': 'University Of Tbingen', 'start_date': 'January 2000', 'end_date': 'December 2000', 'degree': 'Graduate In Economics'}]","[{'institution': 'Montfrisa', 'start_date': 'February 2010', 'end_date': 'Current', 'role': 'Logistics Operator', 'duration': '15 years, 1 months', 'duration_months': 181}]","['Income Tax', 'English', 'Auditing', 'Spanish', 'Political Action Committee (Pac)', 'Sage 50 (Accounting Software)', 'Stock Control', 'Mfg/Pro (Erp)', 'Customer Relationship Management', 'Customer Service', 'Real Estate']",Woman,No,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.4939870490286771,54,0,WomanNo
248,878,"[{'institution': 'Universitat Pompeu Fabra', 'start_date': 'January 2015', 'end_date': 'December 2016', 'degree': 'Master In Foreign Trade'}, {'institution': 'University Of Tbingen', 'start_date': 'January 2000', 'end_date': 'December 2000', 'degree': 'Graduate In Economics'}]","[{'institution': 'Montfrisa', 'start_date': 'February 2010', 'end_date': 'Current', 'role': 'Logistics Operator', 'duration': '15 years, 1 months', 'duration_months': 181}]","['Income Tax', 'English', 'Auditing', 'Spanish', 'Political Action Committee (Pac)', 'Sage 50 (Accounting Software)', 'Stock Control', 'Mfg/Pro (Erp)', 'Customer Relationship Management', 'Customer Service', 'Real Estate']",Woman,No,4,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba']","['Project Manager', 'Project Leader']",12,"['Organization', 'Management', 'Teamwork', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint', 'Project Management']",Man,No,0.4939870490286771,50,0,WomanNo
249,884,"[{'institution': 'University Of Malaga', 'start_date': 'January 2000', 'end_date': 'December 2000', 'degree': 'Graduate In Economics'}]","[{'institution': 'Too Good To Go', 'start_date': 'March 2022', 'end_date': 'October 2022', 'role': 'Head Of People  Culture Spain', 'duration': '7 months', 'duration_months': 7}, {'institution': 'Aviva Vida Y Pensiones', 'start_date': 'January 2002', 'end_date': 'November 2017', 'role': 'Financial Advisor', 'duration': '15 years, 10 months', 'duration_months': 190}]",['Risk Prevention'],Woman,Yes,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.4939870490286771,54,0,WomanYes
250,884,"[{'institution': 'University Of Malaga', 'start_date': 'January 2000', 'end_date': 'December 2000', 'degree': 'Graduate In Economics'}]","[{'institution': 'Too Good To Go', 'start_date': 'March 2022', 'end_date': 'October 2022', 'role': 'Head Of People  Culture Spain', 'duration': '7 months', 'duration_months': 7}, {'institution': 'Aviva Vida Y Pensiones', 'start_date': 'January 2002', 'end_date': 'November 2017', 'role': 'Financial Advisor', 'duration': '15 years, 10 months', 'duration_months': 190}]",['Risk Prevention'],Woman,Yes,4,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba']","['Project Manager', 'Project Leader']",12,"['Organization', 'Management', 'Teamwork', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint', 'Project Management']",Man,No,0.7826086956521738,1,1,WomanYes
251,885,"[{'institution': 'University Valencia Polytechnic', 'start_date': 'September 2020', 'end_date': 'June 2021', 'degree': 'Master In Business Management And Digital Transformationmba'}, {'institution': 'King Juan Carlos University', 'start_date': 'September 1997', 'end_date': 'December 1997', 'degree': 'Graduate In Business Administration And Management'}]","[{'institution': 'Alta Gestin Sa', 'start_date': 'May 2022', 'end_date': 'September 2023', 'role': 'Cashier', 'duration': '1 year, 4 months', 'duration_months': 16}, {'institution': 'Freelance', 'start_date': 'September 2017', 'end_date': 'June 2021', 'role': 'Consultant', 'duration': '3 years, 9 months', 'duration_months': 45}, {'institution': 'Payma Comunicaciones', 'start_date': 'May 1984', 'end_date': 'June 1995', 'role': 'Accounting', 'duration': '11 years, 1 months', 'duration_months': 133}]","['Accounting', 'Collections', 'Microsoft Office', 'English', 'Castilian', 'Customer Relationship Management', 'Sales Records', 'Assertiveness', 'Billing', 'Research', 'Management']",Woman,No,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.4587706146926537,101,0,WomanNo
